OpenMP is enabled.
Number of threads = 8
app_name: khi
Using algorithm: SSPH
Initialization complete. Particle count=1875
write results/00000.dat
loop: 81, time: 0.282451, dt: 0.00353263, num: 1875
loop: 82, time: 0.286003, dt: 0.00355133, num: 1875
loop: 83, time: 0.28945, dt: 0.0034474, num: 1875
loop: 84, time: 0.292905, dt: 0.00345512, num: 1875
loop: 85, time: 0.296372, dt: 0.00346648, num: 1875
loop: 86, time: 0.299854, dt: 0.00348256, num: 1875
loop: 87, time: 0.30336, dt: 0.00350542, num: 1875
write results/00003.dat
loop: 88, time: 0.306754, dt: 0.00339404, num: 1875
loop: 89, time: 0.31016, dt: 0.00340634, num: 1875
loop: 90, time: 0.313584, dt: 0.00342428, num: 1875
loop: 91, time: 0.317034, dt: 0.00344977, num: 1875
loop: 92, time: 0.320519, dt: 0.00348477, num: 1875
loop: 93, time: 0.3239, dt: 0.00338101, num: 1875
loop: 94, time: 0.3273, dt: 0.00339974, num: 1875
loop: 95, time: 0.330713, dt: 0.00341312, num: 1875
loop: 96, time: 0.334139, dt: 0.00342664, num: 1875
loop: 97, time: 0.337585, dt: 0.00344539, num: 1875
loop: 98, time: 0.341055, dt: 0.00347029, num: 1875
loop: 99, time: 0.344505, dt: 0.00345018, num: 1875
loop: 100, time: 0.347921, dt: 0.00341611, num: 1875
loop: 101, time: 0.351342, dt: 0.00342022, num: 1875
loop: 102, time: 0.354786, dt: 0.00344391, num: 1875
loop: 103, time: 0.358258, dt: 0.00347196, num: 1875
loop: 104, time: 0.361763, dt: 0.0035051, num: 1875
loop: 105, time: 0.365176, dt: 0.00341342, num: 1875
loop: 106, time: 0.368584, dt: 0.0034079, num: 1875
loop: 107, time: 0.372008, dt: 0.00342425, num: 1875
loop: 108, time: 0.375452, dt: 0.00344339, num: 1875
loop: 109, time: 0.378918, dt: 0.00346609, num: 1875
loop: 110, time: 0.382313, dt: 0.00339558, num: 1875
loop: 111, time: 0.385662, dt: 0.0033485, num: 1875
loop: 112, time: 0.389018, dt: 0.00335591, num: 1875
loop: 113, time: 0.392385, dt: 0.00336774, num: 1875
loop: 114, time: 0.395771, dt: 0.00338593, num: 1875
loop: 115, time: 0.39918, dt: 0.00340882, num: 1875
loop: 116, time: 0.402546, dt: 0.00336612, num: 1875
write results/00004.dat
loop: 117, time: 0.405831, dt: 0.00328421, num: 1875
loop: 118, time: 0.409126, dt: 0.00329587, num: 1875
loop: 119, time: 0.41244, dt: 0.00331323, num: 1875
loop: 120, time: 0.415778, dt: 0.00333814, num: 1875
loop: 121, time: 0.419088, dt: 0.0033098, num: 1875
loop: 122, time: 0.422446, dt: 0.00335855, num: 1875
loop: 123, time: 0.425745, dt: 0.00329844, num: 1875
loop: 124, time: 0.429074, dt: 0.00332982, num: 1875
loop: 125, time: 0.432445, dt: 0.00337033, num: 1875
loop: 126, time: 0.435858, dt: 0.00341287, num: 1875
loop: 127, time: 0.439245, dt: 0.00338738, num: 1875
loop: 128, time: 0.442691, dt: 0.00344637, num: 1875
loop: 129, time: 0.446171, dt: 0.00347993, num: 1875
loop: 130, time: 0.449576, dt: 0.0034043, num: 1875
loop: 131, time: 0.453023, dt: 0.00344788, num: 1875
loop: 132, time: 0.456519, dt: 0.0034954, num: 1875
loop: 133, time: 0.460044, dt: 0.0035247, num: 1875
loop: 134, time: 0.463575, dt: 0.00353137, num: 1875
loop: 135, time: 0.467115, dt: 0.00354056, num: 1875
loop: 136, time: 0.470632, dt: 0.00351669, num: 1875
loop: 137, time: 0.474151, dt: 0.00351866, num: 1875
loop: 138, time: 0.477656, dt: 0.00350558, num: 1875
loop: 139, time: 0.481176, dt: 0.00351942, num: 1875
loop: 140, time: 0.484689, dt: 0.00351337, num: 1875
loop: 141, time: 0.488218, dt: 0.00352888, num: 1875
loop: 142, time: 0.491741, dt: 0.00352283, num: 1875
loop: 143, time: 0.495267, dt: 0.00352644, num: 1875
loop: 144, time: 0.498823, dt: 0.00355533, num: 1875
loop: 145, time: 0.502393, dt: 0.00357027, num: 1875
write results/00005.dat
loop: 146, time: 0.505933, dt: 0.00354056, num: 1875
loop: 147, time: 0.5095, dt: 0.00356663, num: 1875
loop: 148, time: 0.513092, dt: 0.003592, num: 1875
loop: 149, time: 0.516669, dt: 0.00357682, num: 1875
loop: 150, time: 0.520273, dt: 0.00360446, num: 1875
loop: 151, time: 0.52391, dt: 0.00363653, num: 1875
loop: 152, time: 0.527533, dt: 0.00362276, num: 1875
loop: 153, time: 0.531166, dt: 0.00363372, num: 1875
loop: 154, time: 0.534813, dt: 0.00364704, num: 1875
loop: 155, time: 0.538442, dt: 0.00362894, num: 1875
loop: 156, time: 0.542088, dt: 0.00364583, num: 1875
loop: 157, time: 0.545755, dt: 0.00366665, num: 1875
loop: 158, time: 0.549438, dt: 0.00368283, num: 1875
loop: 159, time: 0.553138, dt: 0.00370024, num: 1875
loop: 160, time: 0.556798, dt: 0.00365993, num: 1875
loop: 161, time: 0.560412, dt: 0.00361454, num: 1875
loop: 162, time: 0.563977, dt: 0.00356444, num: 1875
loop: 163, time: 0.56749, dt: 0.00351349, num: 1875
loop: 164, time: 0.570956, dt: 0.00346518, num: 1875
loop: 165, time: 0.57438, dt: 0.00342451, num: 1875
loop: 166, time: 0.577776, dt: 0.00339599, num: 1875
loop: 167, time: 0.581119, dt: 0.00334262, num: 1875
loop: 168, time: 0.584494, dt: 0.00337566, num: 1875
loop: 169, time: 0.587871, dt: 0.00337681, num: 1875
loop: 170, time: 0.591113, dt: 0.00324203, num: 1875
loop: 171, time: 0.594424, dt: 0.00331112, num: 1875
loop: 172, time: 0.597829, dt: 0.00340517, num: 1875
loop: 173, time: 0.601213, dt: 0.00338404, num: 1875
write results/00006.dat
loop: 174, time: 0.604642, dt: 0.00342854, num: 1875
loop: 175, time: 0.608105, dt: 0.00346311, num: 1875
loop: 176, time: 0.611622, dt: 0.00351733, num: 1875
loop: 177, time: 0.614928, dt: 0.00330522, num: 1875
loop: 178, time: 0.618206, dt: 0.00327834, num: 1875
loop: 179, time: 0.621465, dt: 0.00325866, num: 1875
loop: 180, time: 0.624716, dt: 0.00325143, num: 1875
loop: 181, time: 0.627979, dt: 0.00326333, num: 1875
loop: 182, time: 0.631281, dt: 0.00330147, num: 1875
loop: 183, time: 0.634656, dt: 0.00337507, num: 1875
loop: 184, time: 0.638152, dt: 0.00349623, num: 1875
loop: 185, time: 0.641728, dt: 0.00357556, num: 1875
loop: 186, time: 0.644938, dt: 0.0032103, num: 1875
loop: 187, time: 0.64828, dt: 0.00334156, num: 1875
loop: 188, time: 0.651799, dt: 0.00351966, num: 1875
loop: 189, time: 0.655275, dt: 0.00347545, num: 1875
loop: 190, time: 0.658736, dt: 0.00346129, num: 1875
loop: 191, time: 0.66217, dt: 0.0034342, num: 1875
loop: 192, time: 0.665721, dt: 0.00355045, num: 1875
loop: 193, time: 0.669329, dt: 0.00360782, num: 1875
loop: 194, time: 0.673028, dt: 0.00369956, num: 1875
loop: 195, time: 0.676733, dt: 0.00370505, num: 1875
loop: 196, time: 0.680396, dt: 0.00366278, num: 1875
loop: 197, time: 0.684058, dt: 0.00366171, num: 1875
loop: 198, time: 0.68773, dt: 0.0036722, num: 1875
loop: 199, time: 0.691114, dt: 0.00338451, num: 1875
loop: 200, time: 0.694515, dt: 0.00340071, num: 1875
loop: 201, time: 0.697941, dt: 0.00342588, num: 1875
loop: 202, time: 0.701403, dt: 0.00346221, num: 1875
write results/00007.dat
loop: 203, time: 0.704862, dt: 0.00345881, num: 1875
loop: 204, time: 0.708342, dt: 0.00347977, num: 1875
loop: 205, time: 0.71185, dt: 0.00350873, num: 1875
loop: 206, time: 0.715401, dt: 0.00355082, num: 1875
loop: 207, time: 0.71901, dt: 0.0036092, num: 1875
loop: 208, time: 0.722697, dt: 0.00368704, num: 1875
loop: 209, time: 0.726487, dt: 0.00378926, num: 1875
loop: 210, time: 0.730317, dt: 0.00383029, num: 1875
loop: 211, time: 0.7342, dt: 0.0038829, num: 1875
loop: 212, time: 0.737937, dt: 0.00373735, num: 1875
loop: 213, time: 0.741751, dt: 0.00381344, num: 1875
loop: 214, time: 0.74563, dt: 0.0038791, num: 1875
loop: 215, time: 0.74955, dt: 0.00392037, num: 1875
loop: 216, time: 0.753391, dt: 0.0038405, num: 1875
loop: 217, time: 0.757198, dt: 0.00380766, num: 1875
loop: 218, time: 0.760994, dt: 0.00379551, num: 1875
loop: 219, time: 0.764753, dt: 0.00375961, num: 1875
loop: 220, time: 0.768558, dt: 0.00380406, num: 1875
loop: 221, time: 0.77238, dt: 0.00382284, num: 1875
loop: 222, time: 0.776094, dt: 0.00371374, num: 1875
loop: 223, time: 0.77967, dt: 0.0035763, num: 1875
loop: 224, time: 0.783297, dt: 0.00362621, num: 1875
loop: 225, time: 0.786988, dt: 0.00369129, num: 1875
loop: 226, time: 0.790718, dt: 0.00373015, num: 1875
loop: 227, time: 0.794365, dt: 0.00364654, num: 1875
loop: 228, time: 0.797946, dt: 0.0035815, num: 1875
loop: 229, time: 0.801487, dt: 0.0035407, num: 1875
write results/00008.dat
loop: 230, time: 0.805014, dt: 0.00352767, num: 1875
loop: 231, time: 0.808564, dt: 0.00354912, num: 1875
loop: 232, time: 0.812171, dt: 0.00360768, num: 1875
loop: 233, time: 0.815869, dt: 0.00369786, num: 1875
loop: 234, time: 0.819609, dt: 0.00374013, num: 1875
loop: 235, time: 0.823136, dt: 0.00352674, num: 1875
loop: 236, time: 0.826703, dt: 0.00356715, num: 1875
loop: 237, time: 0.830328, dt: 0.00362505, num: 1875
loop: 238, time: 0.83403, dt: 0.00370145, num: 1875
loop: 239, time: 0.837825, dt: 0.00379523, num: 1875
loop: 240, time: 0.841443, dt: 0.00361769, num: 1875
loop: 241, time: 0.845128, dt: 0.00368566, num: 1875
loop: 242, time: 0.848724, dt: 0.00359584, num: 1875
loop: 243, time: 0.852369, dt: 0.00364474, num: 1875
loop: 244, time: 0.856078, dt: 0.00370878, num: 1875
loop: 245, time: 0.85983, dt: 0.00375282, num: 1875
loop: 246, time: 0.863543, dt: 0.00371279, num: 1875
loop: 247, time: 0.867211, dt: 0.00366782, num: 1875
loop: 248, time: 0.870863, dt: 0.00365225, num: 1875
loop: 249, time: 0.874506, dt: 0.00364289, num: 1875
loop: 250, time: 0.878148, dt: 0.00364181, num: 1875
loop: 251, time: 0.881803, dt: 0.00365462, num: 1875
loop: 252, time: 0.885489, dt: 0.00368679, num: 1875
loop: 253, time: 0.889226, dt: 0.00373694, num: 1875
loop: 254, time: 0.892964, dt: 0.00373776, num: 1875
loop: 255, time: 0.896563, dt: 0.00359851, num: 1875
loop: 256, time: 0.90025, dt: 0.00368737, num: 1875
write results/00009.dat
loop: 257, time: 0.903893, dt: 0.00364336, num: 1875
loop: 258, time: 0.907507, dt: 0.00361411, num: 1875
loop: 259, time: 0.911128, dt: 0.003621, num: 1875
loop: 260, time: 0.914794, dt: 0.00366585, num: 1875
loop: 261, time: 0.918543, dt: 0.00374848, num: 1875
loop: 262, time: 0.922364, dt: 0.00382082, num: 1875
loop: 263, time: 0.926245, dt: 0.00388111, num: 1875
loop: 264, time: 0.930159, dt: 0.00391433, num: 1875
loop: 265, time: 0.933974, dt: 0.00381478, num: 1875
loop: 266, time: 0.937786, dt: 0.00381206, num: 1875
loop: 267, time: 0.941603, dt: 0.00381713, num: 1875
loop: 268, time: 0.9454, dt: 0.00379682, num: 1875
loop: 269, time: 0.949182, dt: 0.00378197, num: 1875
loop: 270, time: 0.952901, dt: 0.00371908, num: 1875
loop: 271, time: 0.956572, dt: 0.00367153, num: 1875
loop: 272, time: 0.960215, dt: 0.00364244, num: 1875
loop: 273, time: 0.96385, dt: 0.00363542, num: 1875
loop: 274, time: 0.967504, dt: 0.00365342, num: 1875
loop: 275, time: 0.971204, dt: 0.00370016, num: 1875
loop: 276, time: 0.974983, dt: 0.0037789, num: 1875
loop: 277, time: 0.978804, dt: 0.00382095, num: 1875
loop: 278, time: 0.982543, dt: 0.00373922, num: 1875
loop: 279, time: 0.986295, dt: 0.00375216, num: 1875
loop: 280, time: 0.990086, dt: 0.00379053, num: 1875
loop: 281, time: 0.9939, dt: 0.00381403, num: 1875
loop: 282, time: 0.99777, dt: 0.00387088, num: 1875
loop: 283, time: 1.00174, dt: 0.00397076, num: 1875
write results/00010.dat
loop: 284, time: 1.00569, dt: 0.00394991, num: 1875
loop: 285, time: 1.00965, dt: 0.00395515, num: 1875
loop: 286, time: 1.01346, dt: 0.00381764, num: 1875
loop: 287, time: 1.01733, dt: 0.00386994, num: 1875
loop: 288, time: 1.02127, dt: 0.00393665, num: 1875
loop: 289, time: 1.02522, dt: 0.00394756, num: 1875
loop: 290, time: 1.02912, dt: 0.00390682, num: 1875
loop: 291, time: 1.033, dt: 0.00387826, num: 1875
loop: 292, time: 1.03656, dt: 0.00355624, num: 1875
loop: 293, time: 1.04015, dt: 0.00358795, num: 1875
loop: 294, time: 1.04379, dt: 0.00364173, num: 1875
loop: 295, time: 1.04751, dt: 0.00372041, num: 1875
loop: 296, time: 1.05133, dt: 0.00382471, num: 1875
loop: 297, time: 1.05529, dt: 0.00395923, num: 1875
loop: 298, time: 1.05927, dt: 0.00397889, num: 1875
loop: 299, time: 1.06316, dt: 0.00389172, num: 1875
loop: 300, time: 1.06706, dt: 0.00389779, num: 1875
loop: 301, time: 1.07092, dt: 0.00385472, num: 1875
loop: 302, time: 1.07473, dt: 0.0038182, num: 1875
loop: 303, time: 1.07854, dt: 0.00380931, num: 1875
loop: 304, time: 1.08237, dt: 0.00382294, num: 1875
loop: 305, time: 1.08623, dt: 0.00385888, num: 1875
loop: 306, time: 1.09013, dt: 0.00390564, num: 1875
loop: 307, time: 1.09404, dt: 0.0039091, num: 1875
loop: 308, time: 1.09757, dt: 0.00352611, num: 1875
loop: 309, time: 1.10119, dt: 0.00361939, num: 1875
write results/00011.dat
loop: 310, time: 1.10492, dt: 0.00373591, num: 1875
loop: 311, time: 1.1088, dt: 0.00388076, num: 1875
loop: 312, time: 1.11273, dt: 0.003928, num: 1875
loop: 313, time: 1.11668, dt: 0.00395097, num: 1875
loop: 314, time: 1.12067, dt: 0.00399233, num: 1875
loop: 315, time: 1.12445, dt: 0.0037747, num: 1875
loop: 316, time: 1.12831, dt: 0.00385866, num: 1875
loop: 317, time: 1.1322, dt: 0.00389281, num: 1875
loop: 318, time: 1.13613, dt: 0.00392906, num: 1875
loop: 319, time: 1.14011, dt: 0.00397938, num: 1875
loop: 320, time: 1.14415, dt: 0.00404497, num: 1875
loop: 321, time: 1.14822, dt: 0.00406871, num: 1875
loop: 322, time: 1.15211, dt: 0.00388498, num: 1875
loop: 323, time: 1.15595, dt: 0.00384659, num: 1875
loop: 324, time: 1.15979, dt: 0.0038336, num: 1875
loop: 325, time: 1.16345, dt: 0.00366623, num: 1875
loop: 326, time: 1.16712, dt: 0.00366605, num: 1875
loop: 327, time: 1.17082, dt: 0.00369822, num: 1875
loop: 328, time: 1.17459, dt: 0.00376841, num: 1875
loop: 329, time: 1.17847, dt: 0.0038841, num: 1875
loop: 330, time: 1.18245, dt: 0.00397847, num: 1875
loop: 331, time: 1.18651, dt: 0.00406101, num: 1875
loop: 332, time: 1.19056, dt: 0.00404552, num: 1875
loop: 333, time: 1.19459, dt: 0.00403052, num: 1875
loop: 334, time: 1.19851, dt: 0.00392318, num: 1875
loop: 335, time: 1.20255, dt: 0.00404376, num: 1875
write results/00012.dat
loop: 336, time: 1.20659, dt: 0.00403486, num: 1875
loop: 337, time: 1.21063, dt: 0.00403967, num: 1875
loop: 338, time: 1.2147, dt: 0.00407406, num: 1875
loop: 339, time: 1.21884, dt: 0.0041367, num: 1875
loop: 340, time: 1.22302, dt: 0.00417803, num: 1875
loop: 341, time: 1.22703, dt: 0.00401751, num: 1875
loop: 342, time: 1.23109, dt: 0.0040597, num: 1875
loop: 343, time: 1.2352, dt: 0.00410578, num: 1875
loop: 344, time: 1.23935, dt: 0.00414678, num: 1875
loop: 345, time: 1.24353, dt: 0.00418567, num: 1875
loop: 346, time: 1.24771, dt: 0.00418118, num: 1875
loop: 347, time: 1.25173, dt: 0.00401562, num: 1875
loop: 348, time: 1.2557, dt: 0.00396949, num: 1875
loop: 349, time: 1.25966, dt: 0.00395876, num: 1875
loop: 350, time: 1.26364, dt: 0.00398391, num: 1875
loop: 351, time: 1.26768, dt: 0.00404374, num: 1875
loop: 352, time: 1.27161, dt: 0.00392261, num: 1875
loop: 353, time: 1.27559, dt: 0.00398711, num: 1875
loop: 354, time: 1.27962, dt: 0.00402232, num: 1875
loop: 355, time: 1.28364, dt: 0.00401919, num: 1875
loop: 356, time: 1.28759, dt: 0.00395517, num: 1875
loop: 357, time: 1.29149, dt: 0.00390317, num: 1875
loop: 358, time: 1.29538, dt: 0.00388303, num: 1875
loop: 359, time: 1.29927, dt: 0.00389252, num: 1875
loop: 360, time: 1.3032, dt: 0.00393039, num: 1875
write results/00013.dat
loop: 361, time: 1.3072, dt: 0.00399673, num: 1875
loop: 362, time: 1.31124, dt: 0.00404567, num: 1875
loop: 363, time: 1.31525, dt: 0.00400522, num: 1875
loop: 364, time: 1.31917, dt: 0.00392659, num: 1875
loop: 365, time: 1.32315, dt: 0.0039721, num: 1875
loop: 366, time: 1.32703, dt: 0.00388036, num: 1875
loop: 367, time: 1.331, dt: 0.00397712, num: 1875
loop: 368, time: 1.33494, dt: 0.00393976, num: 1875
loop: 369, time: 1.33888, dt: 0.00393298, num: 1875
loop: 370, time: 1.34283, dt: 0.00395076, num: 1875
loop: 371, time: 1.34682, dt: 0.00398904, num: 1875
loop: 372, time: 1.35086, dt: 0.00404465, num: 1875
loop: 373, time: 1.35487, dt: 0.0040099, num: 1875
loop: 374, time: 1.35891, dt: 0.00403838, num: 1875
loop: 375, time: 1.36292, dt: 0.0040107, num: 1875
loop: 376, time: 1.36699, dt: 0.00406846, num: 1875
loop: 377, time: 1.37113, dt: 0.00413918, num: 1875
loop: 378, time: 1.37515, dt: 0.00402723, num: 1875
loop: 379, time: 1.3791, dt: 0.00394483, num: 1875
loop: 380, time: 1.38291, dt: 0.00381521, num: 1875
loop: 381, time: 1.38674, dt: 0.00382212, num: 1875
loop: 382, time: 1.39061, dt: 0.00387549, num: 1875
loop: 383, time: 1.39432, dt: 0.00370736, num: 1875
loop: 384, time: 1.39802, dt: 0.00369759, num: 1875
loop: 385, time: 1.40172, dt: 0.00370705, num: 1875
write results/00014.dat
loop: 386, time: 1.40546, dt: 0.00373745, num: 1875
loop: 387, time: 1.40925, dt: 0.00379036, num: 1875
loop: 388, time: 1.41312, dt: 0.00386738, num: 1875
loop: 389, time: 1.41686, dt: 0.00373686, num: 1875
loop: 390, time: 1.42064, dt: 0.00378151, num: 1875
loop: 391, time: 1.42448, dt: 0.00384584, num: 1875
loop: 392, time: 1.42841, dt: 0.00392318, num: 1875
loop: 393, time: 1.43211, dt: 0.00370762, num: 1875
loop: 394, time: 1.43592, dt: 0.00380141, num: 1875
loop: 395, time: 1.43982, dt: 0.00390326, num: 1875
loop: 396, time: 1.44373, dt: 0.00391158, num: 1875
loop: 397, time: 1.44746, dt: 0.00373007, num: 1875
loop: 398, time: 1.45129, dt: 0.00383143, num: 1875
loop: 399, time: 1.45524, dt: 0.0039509, num: 1875
loop: 400, time: 1.45919, dt: 0.0039447, num: 1875
loop: 401, time: 1.46317, dt: 0.00398108, num: 1875
loop: 402, time: 1.46722, dt: 0.00404974, num: 1875
loop: 403, time: 1.4712, dt: 0.00397947, num: 1875
loop: 404, time: 1.47511, dt: 0.00390871, num: 1875
loop: 405, time: 1.47892, dt: 0.00381614, num: 1875
loop: 406, time: 1.48275, dt: 0.00382184, num: 1875
loop: 407, time: 1.48658, dt: 0.00383552, num: 1875
loop: 408, time: 1.49035, dt: 0.00377264, num: 1875
loop: 409, time: 1.49425, dt: 0.00389406, num: 1875
loop: 410, time: 1.49819, dt: 0.0039469, num: 1875
loop: 411, time: 1.50218, dt: 0.00398249, num: 1875
write results/00015.dat
loop: 412, time: 1.50609, dt: 0.00391771, num: 1875
loop: 413, time: 1.50998, dt: 0.00388561, num: 1875
loop: 414, time: 1.51387, dt: 0.00388939, num: 1875
loop: 415, time: 1.5178, dt: 0.00393285, num: 1875
loop: 416, time: 1.52177, dt: 0.00396585, num: 1875
loop: 417, time: 1.52573, dt: 0.00396568, num: 1875
loop: 418, time: 1.52974, dt: 0.00400638, num: 1875
loop: 419, time: 1.5338, dt: 0.00405617, num: 1875
loop: 420, time: 1.53787, dt: 0.00407562, num: 1875
loop: 421, time: 1.54189, dt: 0.00402104, num: 1875
loop: 422, time: 1.5459, dt: 0.00400733, num: 1875
loop: 423, time: 1.54993, dt: 0.0040319, num: 1875
loop: 424, time: 1.55403, dt: 0.00409713, num: 1875
loop: 425, time: 1.55813, dt: 0.00410063, num: 1875
loop: 426, time: 1.5622, dt: 0.00406635, num: 1875
loop: 427, time: 1.56626, dt: 0.00406148, num: 1875
loop: 428, time: 1.57021, dt: 0.00395254, num: 1875
loop: 429, time: 1.57424, dt: 0.00403377, num: 1875
loop: 430, time: 1.57819, dt: 0.00394121, num: 1875
loop: 431, time: 1.58213, dt: 0.00394561, num: 1875
loop: 432, time: 1.58613, dt: 0.00399645, num: 1875
loop: 433, time: 1.59005, dt: 0.00392314, num: 1875
loop: 434, time: 1.5939, dt: 0.00385279, num: 1875
loop: 435, time: 1.59772, dt: 0.00381483, num: 1875
loop: 436, time: 1.60153, dt: 0.00380922, num: 1875
write results/00016.dat
loop: 437, time: 1.60536, dt: 0.00383488, num: 1875
loop: 438, time: 1.60926, dt: 0.003893, num: 1875
loop: 439, time: 1.61324, dt: 0.00398531, num: 1875
loop: 440, time: 1.61729, dt: 0.00404683, num: 1875
loop: 441, time: 1.62125, dt: 0.00396692, num: 1875
loop: 442, time: 1.62528, dt: 0.00402894, num: 1875
loop: 443, time: 1.62941, dt: 0.00412221, num: 1875
loop: 444, time: 1.63358, dt: 0.0041793, num: 1875
loop: 445, time: 1.63775, dt: 0.00416416, num: 1875
loop: 446, time: 1.6419, dt: 0.00415048, num: 1875
loop: 447, time: 1.64598, dt: 0.0040844, num: 1875
loop: 448, time: 1.65003, dt: 0.00404286, num: 1875
loop: 449, time: 1.65401, dt: 0.00398381, num: 1875
loop: 450, time: 1.65794, dt: 0.00393268, num: 1875
loop: 451, time: 1.66186, dt: 0.00391316, num: 1875
loop: 452, time: 1.66578, dt: 0.00392397, num: 1875
loop: 453, time: 1.66975, dt: 0.00396536, num: 1875
loop: 454, time: 1.67378, dt: 0.00403735, num: 1875
loop: 455, time: 1.67792, dt: 0.00413998, num: 1875
loop: 456, time: 1.68207, dt: 0.00415105, num: 1875
loop: 457, time: 1.68626, dt: 0.00418417, num: 1875
